Category,SubCategory,Brand,Start_Week,Year,Sales,Unit_lift,Revenue,Rev_lift
Hair,Hair Styling,Olay,25-10-2016,2016,8281,18263,9263300,33092
Toiletries,Toilet Tissues,Pantene,18-07-2017,2017,16434,9837,9261600,-24833
Accessories,Lipsalves/Balms,LIPCOTE,7/12/2015,2015,2805,1676,9266000,-11845
Mens,Hair Styling,STUDIO LINE,18-04-2017,2017,1433,-1388,9268800,-4705
Hair,Hair Shampoo,TRESEMME,4/10/2016,2016,30893,11858,9271100,-4966
Hair,Hair Colours,Shiseido,15-08-2017,2017,37201,-5176,9275700,-4029
Mens,Facial Scrubs,BULLDOG,26-04-2016,2016,900,-1209,9275000,-5821
Hair,Hair Styling,Olay,8/11/2016,2016,1387,-6182,9277200,-10223
Toiletries,Shower Gels,Garnier,26-07-2016,2016,30903,12520,9280000,-1714
Toiletries,Soaps,L'oreal,16-05-2017,2017,1081,685,9282700,4682
Hair,Hair Shampoo,L'oreal,12/4/2016,2016,12944,3625,9286000,-1862
Mens,Hair Shampoo,TREVOR SORBIE,21-06-2016,2016,1160,-7801,9289300,-43243
Accessories,Eye Cosmetics,COLOURSPORT,5/7/2016,2016,1099,1275,9289500,3251
Mens,Facial Cleansers,BULLDOG,21-02-2017,2017,2619,13337,9293700,13630
Mens,After Shaves,TABAC,14-06-2016,2016,715,297,9299700,-5520
Accessories,Nail Care Access.,TWEEZERMAN,4/10/2016,2016,890,-1287,9305200,-9087
Mens,Body Sprays,SUPERDRY,19-07-2016,2016,1080,1229,9306900,1910
Mens,Hair Styling,SHOCKWAVES,28-02-2017,2017,3562,2800,9312100,-4782
Mens,Hair Styling,PERCY NOBLEMAN,22-11-2016,2016,1383,-5323,9314800,-9962
Toiletries,Soaps,L'oreal,8/2/2016,2016,1431,1102,9315700,2791
Hair,Hair Shampoo,Olay,30-11-2015,2015,25513,1080,9313800,9063
Hair,Hair Conditioner,Pantene,5/9/2017,2017,3720,3402,9316500,-29005
Hair,Hair Colours,Neutrogena,22-02-2016,2016,8198,6252,9320000,24838
Mens,Body Sprays,LYNX,23-08-2016,2016,26674,-11620,9322300,-11349
Toiletries,Sanitary Towels,Matrix,20-12-2016,2016,47534,-8769,9322200,-17792
Toiletries,Soaps,Dove,11/10/2016,2016,1081,-2200,9328900,-5741
Mens,Hair Shampoo,TONI & GUY,9/8/2016,2016,896,375,9328100,-2682
Mens,After Shaves,BRUT,20-06-2017,2017,890,-223,9331300,-9478
Hair,Hair Colours,Pantene,23-08-2016,2016,6779,-490,9330900,1388
Accessories,Hair Combs/Brushes,KENT,1/11/2016,2016,6544,4113,9333500,2717
Accessories,False Eyelashes,WUNDERBROW,28-06-2016,2016,3092,3383,9332700,-1772
Toiletries,Anti-Perspirants,Olay,28-03-2017,2017,8835,-297,9337700,2725
Hair,Hair Conditioner,Aveda,21-06-2016,2016,4984,-2484,9338600,-106952
Hair,Hair Colours,TRESEMME,11/4/2017,2017,8354,-13493,9345800,-41423
Accessories,Hair Combs/Brushes,DENMAN,3/5/2016,2016,14282,666,9344400,6154
Mens,Body Sprays,LYNX,25-10-2016,2016,26760,7130,9347900,-14463
Hair,Hair Conditioner,Pantene,4/1/2016,2016,13481,595,9348600,3447
Hair,Hair Colours,Dove,30-08-2016,2016,3720,3920,9351500,-27310
Toiletries,Soaps,Nivea,26-10-2015,2015,3714,2606,9350700,-3645
Accessories,Nail Enamels,SENSATIONAIL,29-08-2017,2017,2233,2658,9357600,-27312
Mens,Facial Scrubs,L'OREAL,2/5/2017,2017,3537,1330,9359800,-16887
Hair,Hair Styling,Dove,23-08-2016,2016,8791,-581,9364000,-13884
Toiletries,Shower Gels,Shiseido,27-09-2016,2016,14276,1288,9364500,7614
Toiletries,Anti-Perspirants,Aveda,15-08-2017,2017,30794,24086,9363000,17458
Hair,Hair Conditioner,Aveda,13-12-2016,2016,6530,6238,9369300,11258
Mens,Shower Gels,TED BAKER,16-11-2015,2015,3534,1425,9372000,-1949
Accessories,Bathroom Products,S&G BATH ACCESS,20-06-2017,2017,2815,200,9373100,2795
Mens,Anti-Perspirants,FCUK,14-06-2016,2016,8641,15105,9375200,15741
Mens,Anti-Perspirants,MITCHUM,4/4/2017,2017,6549,6005,9377700,12157
Hair,Hair Styling,Aveda,2/8/2016,2016,37863,-1517,9380000,-1616
Hair,Hair Shampoo,Dove,7/3/2017,2017,14324,4001,9379600,18906
Toiletries,Talcum Powders,Pantene,4/10/2016,2016,903,-21,9383500,-6347
Accessories,Nail Enamel Removers,ELEGANT TOUCH,24-05-2016,2016,902,348,9384600,-4487
Mens,Hair Styling,MR,26-07-2016,2016,1083,-806,9387600,-1601
Accessories,False Eyelashes,RAPID LASH,23-11-2015,2015,901,1129,9389700,5433
Toiletries,Soaps,Clairol,29-03-2016,2016,1448,1467,9392100,5998
Hair,Hair Colours,L'oreal,26-09-2017,2017,8630,467,9390400,-935
Mens,Anti-Perspirants,L'OREAL,11/1/2016,2016,30738,13467,9393800,1086
Mens,Body Sprays,SUPERDRY,7/3/2017,2017,729,-530,9397300,268
Toiletries,Shower Gels,Pantene,11/10/2016,2016,14289,952,9396000,-3821
Mens,Facial Moisturisers,BULLDOG,16-11-2015,2015,6785,762,9398800,2223
Accessories,False Eyelashes,WUNDERBROW,1/8/2017,2017,1388,-3902,9399700,-6226
Mens,Shower Gels,NIVEA,26-07-2016,2016,16457,2665,9402000,4159
Hair,Hair Conditioner,TRESEMME,9/11/2015,2015,12990,4634,9401100,-27180
Hair,Hair Shampoo,Dove,21-03-2017,2017,4535,3017,9404800,7113
Toiletries,Shower Gels,Clairol,30-05-2017,2017,37158,-4079,9422300,-3712
Toiletries,Anti-Perspirants,Garnier,24-01-2017,2017,8633,190,9423400,-2010
Mens,Anti-Perspirants,L'OREAL,28-06-2016,2016,47412,-7860,9424800,-16181
Hair,Hair Conditioner,Olay,15-08-2017,2017,3088,898,9426100,482
Hair,Hair Styling,L'oreal,11/7/2017,2017,8783,317,9428700,-3342
Accessories,Cosmetic Applicators,ECOTOOLS,15-03-2016,2016,6808,1081,9430000,10637
Toiletries,Soaps,Nivea,26-09-2017,2017,1077,-136,9431700,-2888
Accessories,Grooming Tools,TWEEZERMAN,3/5/2016,2016,8186,8090,9431100,24900
Accessories,Hair Tools & Accs,INVISIBOBBLE,11/10/2016,2016,2352,27,9433400,2824
Hair,Hair Conditioner,Olay,2/5/2017,2017,12985,8803,9434700,-50286
Mens,Body Sprays,SUPERDRY,24-05-2016,2016,1245,2772,9437100,7473
Accessories,Bathroom Products,ESSENTIALS,4/10/2016,2016,4949,-3158,9436200,-23940
Accessories,Hair Combs/Brushes,BABYLISS,21-12-2015,2015,8635,-1540,9438700,-2584
Accessories,Bathroom Products,S&G BATH ACCESS,11/10/2016,2016,3551,-733,9441600,-22258
Toiletries,Hand Wash,L'oreal,10/1/2017,2017,8185,6278,9440100,18446
Accessories,Nail Care Access.,TWEEZERMAN,29-03-2016,2016,886,-5,9442600,-7808
Hair,Hair Shampoo,Shiseido,11/10/2016,2016,8786,610,9444600,-122
Toiletries,Anti-Perspirants,Neutrogena,28-03-2017,2017,2791,20,9443800,-15058
Hair,Hair Conditioner,L'oreal,21-12-2015,2015,13025,-800,9447700,-16915
Accessories,Grooming Tools,ELEGANT TOUCH,10/10/2017,2017,905,-1032,9447300,-6478
Toiletries,Soaps,Matrix,30-08-2016,2016,6490,1477,9449800,-5934
Toiletries,Soaps,Garnier,21-03-2017,2017,906,-2489,9451800,-21229
Toiletries,Hand Wash,Olay,28-03-2017,2017,4970,720,9449900,1307
Mens,After Shaves,TABAC,7/12/2015,2015,802,220,9454400,-3222
Accessories,Jewellery,ACCESSORY CROSSING,31-01-2017,2017,26766,14199,9459100,-9930
Toiletries,Body Sprays,Crest,23-08-2016,2016,46876,5439,9460200,183
Accessories,False Eyelashes,RAPID LASH,7/12/2015,2015,1244,1564,9462200,1832
Toiletries,Talcum Powders,L'oreal,22-11-2016,2016,1135,-1963,9467300,-10197
Mens,Hair Styling,FUDGE,17-05-2016,2016,2622,15127,9467800,21934
Mens,Hair Styling,FUDGE,7/12/2015,2015,2712,-4124,9478600,-23974
Mens,Hair Styling,JONNY'S CHOP SHOP,25-04-2017,2017,3336,20740,9480800,32076
Mens,Anti-Perspirants,OLD SPICE,11/7/2017,2017,3546,366,9479500,-16904
Hair,Hair Colours,Dove,26-09-2017,2017,8368,-195,9482500,-3062
Mens,Anti-Perspirants,MITCHUM,12/7/2016,2016,8336,13417,9481800,14807
Toiletries,Shower Gels,Neutrogena,18-10-2016,2016,25511,852,9481600,7247
Toiletries,Sanitary Towels,L'oreal,13-09-2016,2016,31094,12168,9483600,18282
Mens,Hair Styling,FISH,11/4/2017,2017,6791,-753,9482100,-9669
Mens,Hair Styling,FUDGE,24-01-2017,2017,4413,1252,9485500,647
Mens,Anti-Perspirants,RIGHT GUARD,17-01-2017,2017,8366,-1446,9486000,-2920
Mens,Hair Shampoo,JUST FOR MEN,26-07-2016,2016,3077,2500,9489400,-10720
Hair,Hair Shampoo,L'oreal,23-11-2015,2015,37858,1856,9488000,2043
Toiletries,Anti-Perspirants,Nivea,11/7/2017,2017,8404,-5514,9494800,-15880
Accessories,Hair Combs/Brushes,BABYLISS,18-01-2016,2016,4528,2829,9494400,10219
Mens,Facial Cleansers,L'OREAL,9/5/2017,2017,3692,12233,9496400,-9651
Toiletries,Tampons,Shiseido,15-03-2016,2016,47036,6419,9496900,7884
Accessories,False Eyelashes,KISS,2/5/2017,2017,3163,3500,9500500,19969
Toiletries,Soaps,Matrix,31-05-2016,2016,1153,-5747,9501700,-29595
Toiletries,Anti-Perspirants,Olay,4/4/2017,2017,46949,7339,9501800,12878
Accessories,Hair Combs/Brushes,KENT,16-08-2016,2016,6769,-1846,9504700,-18411
Mens,Facial Moisturisers,BULLDOG,22-02-2016,2016,8754,16856,9503400,13732
Toiletries,Anti-Perspirants,Olay,10/5/2016,2016,2681,5788,9507600,27986
Mens,Razors & Blades,WILKINSON SWORD,26-09-2017,2017,13020,-47,9506600,-10061
Hair,Hair Conditioner,HERBAL ESSENCES,29-08-2017,2017,3096,3983,9507500,1013
Accessories,False Eyelashes,RAPID LASH,14-02-2017,2017,812,-2124,9510400,-11965
Hair,Hair Styling,Shiseido,25-07-2017,2017,47414,-8347,9513600,-17479
Hair,Hair Shampoo,Shiseido,21-03-2017,2017,14007,2567,9520700,23747
Mens,Body Sprays,TED BAKER,20-12-2016,2016,8629,-4132,9519800,-12410
Toiletries,Shower Gels,Neutrogena,19-09-2017,2017,25510,4904,9521800,21759
Accessories,Hair Combs/Brushes,MARK HILL,12/9/2017,2017,2235,1687,9521700,-11608
Hair,Hair Styling,Matrix,6/6/2017,2017,14323,4594,9529300,16121
Toiletries,Shower Gels,Dove,16-05-2017,2017,16442,4505,9532000,6603
Toiletries,Facial Tissues,Shiseido,27-06-2017,2017,47437,1483,9530600,1583
Mens,Facial Scrubs,L'OREAL,8/11/2016,2016,2342,-3103,9542500,-11941
Toiletries,Soaps,Dove,9/5/2017,2017,1644,2361,9541800,6487
Hair,Hair Conditioner,Crest,30-05-2017,2017,3725,2166,9543600,-6080
Hair,Hair Styling,Shiseido,26-09-2017,2017,8847,1817,9543200,3030
Toiletries,Anti-Perspirants,Garnier,24-05-2016,2016,8355,-1799,9547200,-7060
Accessories,Hair Combs/Brushes,KENT,29-03-2016,2016,6795,-1639,9548600,-7802
Toiletries,Facial Tissues,L'oreal,9/5/2017,2017,30746,14728,9550900,3854
Mens,Facial Cleansers,BULLDOG,18-10-2016,2016,2715,-36051,9552100,-102041
Toiletries,Anti-Perspirants,Crest,25-04-2017,2017,6799,-141,9568300,-5683
Mens,Hair Colours,JUST FOR MEN,18-01-2016,2016,8888,4276,9571500,3634
Hair,Hair Shampoo,Neutrogena,23-05-2017,2017,26867,6848,9574800,-13098
Hair,Hair Shampoo,Olay,10/5/2016,2016,8363,-638,9576700,-150
Mens,Hair Styling,FISH,23-08-2016,2016,8246,7388,9578200,21671
Mens,Facial Scrubs,BULLDOG,8/11/2016,2016,799,61,9577100,-3013
Mens,Facial Cleansers,L'OREAL,31-05-2016,2016,4551,9728,9577800,20797
Mens,Hair Styling,FISH,24-01-2017,2017,6561,5941,9582300,8122
Hair,Hair Conditioner,L'oreal,28-12-2015,2015,2625,13982,9584500,8418
Mens,Hair Styling,FISH,12/7/2016,2016,8601,10585,9583300,9384
Hair,Hair Shampoo,TRESEMME,1/3/2016,2016,30884,13196,9590000,-648
Accessories,Jewellery,ACCESSORY CROSSING,3/1/2017,2017,30895,13805,9592700,53
Hair,Hair Colours,Olay,17-10-2017,2017,7923,840,9593600,-61681
Accessories,Hair Combs/Brushes,SALON PERFORMANCE,10/5/2016,2016,6496,-2681,9593500,-7009
Mens,Anti-Perspirants,DOVE,13-12-2016,2016,25415,-1990,9596700,-13951
Accessories,Nail Enamel Removers,ELEGANT TOUCH,31-05-2016,2016,902,-883,9595400,-2982
Mens,Hair Styling,SHOCKWAVES,31-01-2017,2017,3694,11235,9598200,-9670
Accessories,Eye Cosmetics,COLOURSPORT,4/1/2016,2016,1159,-1410,9600600,-3338
Accessories,Hair Combs/Brushes,TANGLE TEEZER,26-04-2016,2016,8873,800,9603300,2216
Mens,Hair Styling,TONI & GUY,5/9/2017,2017,5309,7658,9607400,27712
Toiletries,Soaps,L'oreal,21-02-2017,2017,1431,-1676,9607800,-6032
Toiletries,Soaps,Dove,10/10/2017,2017,3075,6870,9610100,9023
Accessories,Eye Cosmetics,COLOURSPORT,9/8/2016,2016,896,-612,9612600,-78
Mens,Body Sprays,FCUK,27-12-2016,2016,3016,-2488,9617500,-10718
Toiletries,Body Sprays,Crest,17-05-2016,2016,47214,2207,9626600,3381
Hair,Hair Shampoo,Dove,26-10-2015,2015,3011,-2840,9633500,-6650
Accessories,Beauty Foot Care Acc,TWEEZERMAN,9/8/2016,2016,812,-1990,9632600,-10064
Mens,Shower Gels,NIVEA,27-12-2016,2016,8617,3837,9635400,16529
Accessories,Hair Combs/Brushes,KENT,27-12-2016,2016,4549,2030,9634500,7192
Toiletries,Soaps,Crest,10/1/2017,2017,1447,7031,9639500,36224
Hair,Hair Shampoo,Crest,27-06-2017,2017,4981,620,9637900,-227
Hair,Hair Colours,Garnier,28-03-2017,2017,76235,-571,673700,201
Toiletries,Body Sprays,Garnier,20-09-2016,2016,47420,-5232,9648000,-10507
Hair,Hair Colours,L'oreal,17-10-2017,2017,8362,-2299,9646800,-8214
Accessories,Beauty Foot Care Acc,TWEEZERMAN,6/9/2016,2016,811,-962,9649800,-12427
Toiletries,Soaps,Garnier,23-11-2015,2015,899,-1048,9648400,-5920
Hair,Hair Styling,Olay,5/4/2016,2016,8892,2957,9652200,2566
Hair,Hair Shampoo,TRESEMME,10/5/2016,2016,13019,7280,9651300,-28236
Toiletries,Body Sprays,Matrix,4/4/2017,2017,6559,5946,9656400,6108
Mens,Razors & Blades,PHILIPS,27-12-2016,2016,1240,1439,9658500,4710
Accessories,Nail Care Access.,LEIGHTON DENNY,8/3/2016,2016,584,-4364,9661300,-41778
Toiletries,Toilet Tissues,Clairol,23-05-2017,2017,16446,14844,9663800,5166
Mens,Facial Scrubs,NIVEA,21-12-2015,2015,3533,1880,9666200,-10067
Accessories,Bathroom Products,ESSENTIALS,20-06-2017,2017,4942,3560,9668000,-13879
Mens,Anti-Perspirants,FCUK,2/5/2017,2017,6551,6422,9670700,6296
Toiletries,Soaps,Pantene,7/12/2015,2015,4412,1036,9668600,343
Mens,Anti-Perspirants,L'OREAL,2/11/2015,2015,14334,631,9673200,-3580
Toiletries,Soaps,Matrix,19-04-2016,2016,809,-1070,9675800,-11837
Hair,Hair Conditioner,Olay,12/4/2016,2016,26807,-6608,9676600,-5722
Mens,Anti-Perspirants,DOVE,18-07-2017,2017,26667,-4505,9678700,-5597
Accessories,Hair Combs/Brushes,BABYLISS,26-04-2016,2016,4530,4787,9678400,15257
Hair,Hair Shampoo,TRESEMME,4/1/2016,2016,8651,12121,9680700,6456
Toiletries,Hand Wash,Crest,21-06-2016,2016,25579,-69,9687300,3183
Mens,Hair Styling,BRYLCREEM,9/11/2015,2015,4421,-7214,9690700,-13215
Hair,Hair Conditioner,Clairol,6/12/2016,2016,6788,-1037,9689500,-2560
Mens,Hair Styling,VO5,22-11-2016,2016,30797,27777,9693100,22106
Mens,Facial Cleansers,NIVEA,18-07-2017,2017,2715,-1990,9696400,-17929
Toiletries,Talcum Powders,Olay,9/8/2016,2016,2001,-572,9695000,-758
Toiletries,Shower Gels,Neutrogena,11/7/2017,2017,47638,-6828,9700200,-14189
Mens,After Shaves,LYNX,19-09-2017,2017,715,-9,9702300,-9213
Toiletries,Body Sprays,Aveda,14-03-2017,2017,8869,112,9701100,7890
Accessories,Hair Decorations,KITSCH,2/11/2015,2015,801,-645,9709300,-1507
Accessories,Hair Combs/Brushes,MARK HILL,12/4/2016,2016,2340,3292,9711600,11986
Mens,Facial Scrubs,NIVEA,8/3/2016,2016,719,-664,9713000,-501
Toiletries,Anti-Perspirants,Olay,21-06-2016,2016,8262,10991,9718100,18327
Mens,Body Sprays,TED BAKER,18-10-2016,2016,3082,3779,9716800,-2487
Accessories,Hair Tools & Accs,INVISIBOBBLE,4/10/2016,2016,2270,-74,9719300,-3225
Toiletries,Hand Wash,Matrix,13-12-2016,2016,47600,-6651,9723000,-14288
Hair,Hair Shampoo,Shiseido,18-04-2017,2017,13487,1176,9725900,15868
Hair,Hair Styling,Garnier,28-03-2017,2017,20749,514,3191600,-3015
Mens,Shower Gels,TED BAKER,22-08-2017,2017,2649,4100,9729400,29646
Hair,Hair Shampoo,Shiseido,8/3/2016,2016,8340,15088,9731900,22938
Hair,Hair Shampoo,HERBAL ESSENCES,18-04-2017,2017,8281,6970,9731300,-10909
Mens,Facial Cleansers,DOVE,16-08-2016,2016,2363,-1075,9732700,-7866
Accessories,Grooming Tools,TWEEZERMAN,25-10-2016,2016,6538,-458,9734000,-17311
Accessories,Hair Decorations,SCUNCI,23-05-2017,2017,7975,4397,9738600,-7520
Accessories,Jewellery,ACCESSORY CROSSING,11/7/2017,2017,25307,-616,9740600,206
Mens,Anti-Perspirants,FCUK,25-07-2017,2017,4202,40132,9741800,37912
Accessories,False Eyelashes,ARDELL,10/5/2016,2016,8796,-1171,9745400,-21916
Toiletries,Body Moisturisers,L'oreal,21-03-2017,2017,1135,-6152,9749200,-26344
Accessories,False Eyelashes,KISS,7/6/2016,2016,2790,3793,9751200,-6627
Mens,Hair Styling,SCHWARZKOPF,1/11/2016,2016,4947,5210,9754600,-34772
Mens,Facial Scrubs,BULLDOG,1/11/2016,2016,891,-661,9761100,-15844
Mens,Anti-Perspirants,GILLETTE,1/8/2017,2017,7761,-18181,9763400,-131499
Mens,Hair Styling,FISH,5/7/2016,2016,8671,2459,9763900,6695
Toiletries,Soaps,Crest,30-05-2017,2017,3547,61,9766700,-12946
Toiletries,Shower Gels,Dove,28-06-2016,2016,3697,16710,9765600,30185
Accessories,Beauty Foot Care Acc,TWEEZERMAN,21-03-2017,2017,714,-605,9769800,-2060
Toiletries,Body Sprays,Pantene,15-08-2017,2017,2809,1620,9769900,-11864
Mens,Anti-Perspirants,DOVE,24-05-2016,2016,26668,-11568,9773100,-11211
Mens,Hair Styling,BRYLCREEM,14-12-2015,2015,5293,8668,9778700,10178
Mens,Hair Shampoo,TONI & GUY,27-06-2017,2017,722,596,9780500,-6054
Hair,Hair Shampoo,Shiseido,4/4/2017,2017,8314,572,9783200,-12852
Mens,Hair Shampoo,TREVOR SORBIE,12/9/2017,2017,1385,-962,9786200,-2211
Hair,Hair Styling,TRESEMME,28-02-2017,2017,14219,3449,9789000,16951
Mens,Hair Colours,JUST FOR MEN,18-10-2016,2016,8669,6319,9793700,-1504
Hair,Hair Shampoo,Shiseido,27-06-2017,2017,14326,3408,9794800,15257
Accessories,Nail Care Products,SENSATIONAIL,15-11-2016,2016,8192,-9070,9799900,-31299
Hair,Hair Styling,Clairol,29-03-2016,2016,47424,3126,9802300,6337
Accessories,Cosmetic Applicators,REAL TECHNIQUES,17-01-2017,2017,26612,-4665,9802800,-4903
Toiletries,Soaps,Clairol,29-03-2016,2016,1135,2157,9803600,9041
Toiletries,Body Moisturisers,Aveda,18-10-2016,2016,723,-490,9806100,2369
Accessories,Nail Care Access.,TWEEZERMAN,13-06-2017,2017,641,-13991,9804400,-53642
Toiletries,Shower Gels,L'oreal,15-11-2016,2016,30885,15007,9806400,4847
Accessories,Nail Enamels,SENSATIONAIL,3/5/2016,2016,2231,2764,9808600,-18165
Mens,Hair Styling,MR,26-10-2015,2015,733,-483,9809000,-20291
Mens,Razors & Blades,PHILIPS,7/6/2016,2016,3075,-564,9816000,-5336
Mens,Anti-Perspirants,NIVEA,5/4/2016,2016,31147,17094,9817600,21214
Hair,Hair Colours,Olay,4/4/2017,2017,8714,13676,9821800,9697
Accessories,Nail Care Products,SENSATIONAIL,3/1/2017,2017,4440,1503,9821400,-44817
Toiletries,Shower Gels,Shiseido,21-06-2016,2016,3698,14638,9824900,24594
Mens,Anti-Perspirants,OLD SPICE,16-11-2015,2015,2809,1422,9826600,-7595
Hair,Hair Conditioner,Olay,11/7/2017,2017,15637,-2951,9829700,-63769
Hair,Hair Shampoo,Nivea,18-01-2016,2016,30115,-27808,9832900,-74905
Hair,Hair Styling,TRESEMME,6/6/2017,2017,6509,6912,9835000,21523
Hair,Hair Conditioner,Garnier,28-03-2017,2017,4918,1019,4192500,10096
Mens,Hair Styling,MR,26-09-2017,2017,804,-695,9837500,-248
Toiletries,Anti-Perspirants,Clairol,19-07-2016,2016,16438,5401,9837900,-5395
Toiletries,Anti-Perspirants,Dove,12/9/2017,2017,8666,-956,9838300,-6114
Accessories,Hair Tools & Accs,INVISIBOBBLE,29-11-2016,2016,4429,-677,9840700,-1877
Toiletries,Talcum Powders,Garnier,14-03-2017,2017,886,1045,9840500,5526
Mens,Body Sprays,SUPERDRY,30-05-2017,2017,887,-2988,9841800,-28824
Toiletries,Soaps,L'oreal,5/4/2016,2016,8831,26,9842900,-7876
Mens,Hair Colours,JUST FOR MEN,5/7/2016,2016,8556,11543,9842200,68735
Accessories,Cosmetic Applicators,ECOTOOLS,25-04-2017,2017,2335,1842,9845400,10563
Hair,Hair Conditioner,Garnier,28-06-2016,2016,4659,-548,14700,304
Accessories,Hair Combs/Brushes,BABYLISS,22-02-2016,2016,4198,33723,9856000,18564
Toiletries,Talcum Powders,Neutrogena,21-06-2016,2016,2343,-2426,9859900,-8459
Accessories,False Nails,NAILENE,8/2/2016,2016,8241,6254,9862800,22019
Mens,Shower Gels,L'OREAL,3/10/2017,2017,15636,-2770,9861200,-54454
Hair,Hair Styling,HERBAL ESSENCES,18-07-2017,2017,16453,4975,9863100,9111
Toiletries,Soaps,Neutrogena,28-02-2017,2017,1151,1798,9863000,9841
Toiletries,Facial Tissues,Olay,19-07-2016,2016,37782,-12575,9867300,-19360
Toiletries,Facial Tissues,Pantene,7/2/2017,2017,26819,1728,9869900,2479
Accessories,Hair Tools & Accs,INVISIBOBBLE,1/8/2017,2017,6794,-701,9870200,-766
Accessories,Hair Combs/Brushes,KENT,23-08-2016,2016,6555,6460,9874600,7085
Accessories,Grooming Tools,CHAMPNEYS,27-06-2017,2017,4438,5088,9873000,-45054
Toiletries,Hand Wash,Dove,15-03-2016,2016,3014,15363,9876200,-25740
Mens,Razors & Blades,GILLETTE,17-10-2017,2017,47041,-14440,9880700,-30511
Accessories,False Nails,ELEGANT TOUCH,1/3/2016,2016,14280,2323,9884600,14321
Hair,Hair Shampoo,Dove,15-08-2017,2017,25538,-454,9886100,731
Toiletries,Shower Gels,L'oreal,25-10-2016,2016,26677,-1992,9889500,-1045
Mens,Razors & Blades,PHILIPS,23-08-2016,2016,4917,8010,9891600,13820
Hair,Hair Shampoo,Clairol,26-09-2017,2017,25272,-2622,9891800,-19089
Accessories,Grooming Tools,ELEGANT TOUCH,12/4/2016,2016,897,151,9890500,-4207
Hair,Hair Conditioner,Crest,14-03-2017,2017,3549,4316,9892100,-23152
Hair,Hair Conditioner,Matrix,7/6/2016,2016,14211,1324,9892600,11909
Toiletries,Shower Gels,Pantene,17-10-2017,2017,37164,5729,9894100,4975
Hair,Hair Shampoo,Neutrogena,1/11/2016,2016,6794,315,9893100,-2001
Toiletries,Toilet Tissues,Aveda,7/12/2015,2015,14314,247,9897200,-2090
Toiletries,Anti-Perspirants,Aveda,15-02-2016,2016,3072,1536,9896100,4535
Accessories,Nail Care Products,OPI,1/8/2017,2017,1161,-3256,9899800,-20776
Toiletries,Soaps,Pantene,5/9/2017,2017,1147,582,9902200,4478
Mens,Facial Moisturisers,NIVEA,12/9/2017,2017,13511,1390,9900100,9951
Hair,Hair Shampoo,Neutrogena,23-11-2015,2015,4417,-2924,9904700,-5395
Mens,Anti-Perspirants,FCUK,11/4/2017,2017,6785,1610,9907800,8203
Mens,Facial Cleansers,L'OREAL,26-07-2016,2016,3541,4940,9909300,-13188
Mens,Anti-Perspirants,OLD SPICE,22-11-2016,2016,4943,-1317,9910400,-17659
Mens,Body Sprays,TED BAKER,4/4/2017,2017,2223,8874,9913000,17733
Toiletries,Soaps,Dove,1/2/2016,2016,1138,-4184,9919200,-23340
Toiletries,Anti-Perspirants,Pantene,27-12-2016,2016,805,-1124,9919700,-12151
Accessories,Hair Decorations,DISNEY,1/3/2016,2016,1152,-4619,9927600,-20365
Hair,Hair Shampoo,HERBAL ESSENCES,22-08-2017,2017,3551,1331,9934000,-30459
Hair,Hair Styling,Garnier,28-06-2016,2016,22147,564,876100,-3044
Accessories,Nail Enamel Removers,ELEGANT TOUCH,11/4/2017,2017,725,728,9934500,-3845
Mens,Shower Gels,DOVE,23-08-2016,2016,8630,472,9933800,4472
Mens,Hair Colours,JUST FOR MEN,1/3/2016,2016,12972,14219,9938600,-19859
Hair,Hair Shampoo,Garnier,28-06-2016,2016,5602,173,1716200,5376
Mens,Facial Cleansers,DOVE,21-06-2016,2016,801,-855,9944900,-11628
Hair,Hair Conditioner,Pantene,29-08-2017,2017,13461,1498,9944400,17015
Hair,Hair Colours,Matrix,16-08-2016,2016,26815,-2926,9951800,-3130
Hair,Hair Conditioner,Garnier,28-06-2016,2016,18605,3331,2199800,563
Toiletries,Anti-Perspirants,Crest,9/8/2016,2016,3075,-161,9959100,1639
Mens,Hair Shampoo,TONI & GUY,31-05-2016,2016,895,252,9963000,-2784
Mens,Hair Styling,JONNY'S CHOP SHOP,28-03-2017,2017,4434,6164,9965000,6845
Mens,Anti-Perspirants,NIVEA,28-03-2017,2017,30790,26849,9964900,26351
Toiletries,Hand Wash,L'oreal,6/12/2016,2016,5325,5288,9969300,21389
Mens,Hair Styling,SHOCKWAVES,2/5/2017,2017,3548,4299,9972500,-18109
Toiletries,Body Sprays,Olay,18-04-2017,2017,37196,279,9970500,-586
Accessories,Nail Enamel Removers,ELEGANT TOUCH,17-01-2017,2017,811,-523,9976400,-9178
Hair,Hair Shampoo,L'oreal,7/3/2017,2017,47440,-7536,9974500,-15896
Mens,Hair Styling,PERCY NOBLEMAN,24-01-2017,2017,900,-943,9981300,-4566
Hair,Hair Shampoo,Matrix,27-09-2016,2016,24168,-933,9986600,-6147
Accessories,False Nails,KISS,7/3/2017,2017,8609,16603,9988600,16363
Toiletries,Hand Wash,Crest,30-05-2017,2017,8647,14808,9987300,13856
Hair,Hair Conditioner,Clairol,4/4/2017,2017,3545,4040,9990700,-16932
Accessories,Hold Ups,ARISTOC,24-05-2016,2016,816,-1102,9990600,-3370
Accessories,Bathroom Products,S&G BATH ACCESS,27-12-2016,2016,3015,-1246,9993400,-1909
